municipio,vul_car_pob,NOM_MUN,NOM_LOC,PCON_LIMI,PHOG_IND,P5_HLI_NHE,PCON_DISC,VPH_PISODT,VPH_S_ELEC
Amacuzac,"4,722",Amacuzac,Total del Municipio,2184,123,0,1047,4738,33
Atlatlahucan,"9,997",Atlatlahucan,Total del Municipio,3576,1964,9,1599,6501,75
Axochiapan,"9,102",Axochiapan,Total del Municipio,5355,1471,54,2782,9056,69
Ayala,"25,723",Ayala,Total del Municipio,13527,6415,195,5945,23405,209
Coatlán del Río,"3,436",Coatlán del Río,Total del Municipio,1145,22,0,530,2877,20
Cuautla,"48,324",Cuautla,Total del Municipio,23037,12461,109,9918,50291,164
Cuernavaca,"101,671",Cuernavaca,Total del Municipio,51870,10396,35,20298,113019,143
Emiliano Zapata,"24,248",Emiliano Zapata,Total del Municipio,14269,2365,5,5571,30255,90
Huitzilac,"10,549",Huitzilac,Total del Municipio,3377,1376,6,1325,6454,68
Jantetelco,"4,627",Jantetelco,Total del Municipio,1861,435,2,987,4892,54
Jiutepec,"45,874",Jiutepec,Total del Municipio,26594,4573,38,10821,60365,105
Jojutla,"10,317",Jojutla,Total del Municipio,6499,1074,3,3302,16244,83
Jonacatepec,"2,566",,,,,,,,
Mazatepec,"3,244",Mazatepec,Total del Municipio,1190,52,0,463,2821,17
Miacatlán,"5,367",Miacatlán,Total del Municipio,2379,132,1,1057,4425,27
Ocuituco,"4,297",Ocuituco,Total del Municipio,2395,198,0,1039,4674,40
Puente de Ixtla,"8,244",Puente de Ixtla,Total del Municipio,5741,296,10,2674,10785,70
Temixco,"26,187",Temixco,Total del Municipio,17368,6556,164,7263,33516,144
Tepalcingo,"7,276",Tepalcingo,Total del Municipio,4476,276,1,1854,7292,70
Tepoztlán,"24,937",Tepoztlán,Total del Municipio,7646,6007,32,3117,14752,110
Tetecala,"2,061",Tetecala,Total del Municipio,834,48,0,403,2322,9
Tetela del Volcán,"2,126",Tetela del Volcán,Total del Municipio,1607,1092,1,634,3469,28
Tlalnepantla,"2,117",Tlalnepantla,Total del Municipio,900,240,0,348,1979,6
Tlaltizapán,"10,805",,,,,,,,
Tlaquiltenango,"7,830",Tlaquiltenango,Total del Municipio,4266,614,2,2138,9507,58
Tlayacapan,"8,475",Tlayacapan,Total del Municipio,2410,2394,41,1025,4765,44
Totolapan,"3,277",Totolapan,Total del Municipio,2094,628,4,884,3361,40
Xochitepec,"15,112",Xochitepec,Total del Municipio,8441,2413,13,3850,18502,91
Yautepec,"28,235",Yautepec,Total del Municipio,13699,2621,51,5908,29186,124
Yecapixtla,"11,499",Yecapixtla,Total del Municipio,6834,1658,10,2760,13780,98
Zacatepec,"6,724",Zacatepec,Total del Municipio,4908,369,2,2233,10223,30
Zacualpan,"2,369",Zacualpan,Total del Municipio,1202,302,1,636,1796,199
Temoac,"2,456",Temoac,Total del Municipio,1272,270,0,605,3958,11
Coatetelco,"1,561",Coatetelco,Total del Municipio,1502,144,0,702,2331,26
Xoxocotla,"3,989",Xoxocotla,Total del Municipio,2579,6450,16,955,4573,55
Hueyapan,904,Hueyapan,Total del Municipio,826,5519,7,326,1631,16
Acaponeta,"13,363",Acaponeta,Total del Municipio,5195,1570,4,2214,10403,142
Ahuacatlán,"9,595",Ahuacatlán,Total del Municipio,2146,61,0,1097,4749,25
Amatlán de Cañas,"6,325",Amatlán de Cañas,Total del Municipio,2051,76,0,1149,3589,18
Compostela,"32,791",Compostela,Total del Municipio,9266,1674,27,4241,22734,225
Huajicori,"2,092",Huajicori,Total del Municipio,1499,3340,32,510,2150,576
Ixtlán del Río,"12,878",Ixtlán del Río,Total del Municipio,2714,490,1,1398,8451,35
Jala,"4,007",Jala,Total del Municipio,2794,244,0,1044,4751,71
Xalisco,"28,403",Xalisco,Total del Municipio,6634,1187,18,2560,18462,63
Del Nayar,"4,644",Del Nayar,Total del Municipio,3610,42587,9055,1913,4864,2765
Rosamorada,"14,102",Rosamorada,Total del Municipio,5195,2889,7,2460,9848,156
Ruíz,"9,267",Ruíz,Total del Municipio,2770,3553,155,1269,6588,223
San Blas,"21,512",San Blas,Total del Municipio,5828,1252,12,2512,12573,127
San Pedro Lagunillas,"3,410",San Pedro Lagunillas,Total del Municipio,1289,32,0,561,2423,8
Santa María del Oro,"12,983",Santa María del Oro,Total del Municipio,3683,2165,18,1546,6921,113
Santiago Ixcuintla,"65,448",Santiago Ixcuintla,Total del Municipio,13350,1626,53,6656,28449,158
Tecuala,"20,225",Tecuala,Total del Municipio,5764,221,0,2936,11450,76
Tepic,"160,051",Tepic,Total del Municipio,58019,16347,126,22858,124233,599
Tuxpan,"14,347",Tuxpan,Total del Municipio,4328,324,3,2432,9262,39
La Yesca,"3,667",La Yesca,Total del Municipio,1460,6170,372,689,2500,419
Bahía de Banderas,"73,232",Bahía de Banderas,Total del Municipio,19146,4045,22,8171,53966,309
Abasolo,"1,274",Abasolo,Total del Municipio,269,23,0,140,792,3
Agualeguas,"2,168",Agualeguas,Total del Municipio,491,5,0,244,1269,11
Los Aldamas,"1,025",Los Aldamas,Total del Municipio,237,0,0,127,540,2
Allende,"9,853",Allende,Total del Municipio,2945,346,1,1160,10624,7
Anáhuac,"7,888",Anáhuac,Total del Municipio,2246,34,0,1239,5384,96
Apodaca,"179,117",Apodaca,Total del Municipio,56848,8925,9,18736,180890,51
Aramberri,"5,127",Aramberri,Total del Municipio,2289,4,0,981,3793,115
Bustamante,"1,500",Bustamante,Total del Municipio,485,9,0,204,1137,12
Cadereyta Jiménez,"45,874",Cadereyta Jiménez,Total del Municipio,10173,3303,2,4177,37099,68
Carmen,"27,245",,,,,,,,
Cerralvo,"4,370",Cerralvo,Total del Municipio,1104,26,0,453,2442,37
Ciénega de Flores,"21,098",Ciénega de Flores,Total del Municipio,6062,4674,4,1841,20340,30
China,"5,772",China,Total del Municipio,916,15,0,474,3237,118
Dr. Arroyo,"13,124",,,,,,,,
Dr. Coss,965,,,,,,,,
Dr. González,"1,723",,,,,,,,
Galeana,"16,741",Galeana,Total del Municipio,5418,72,0,2605,10671,135
García,"125,361",García,Total del Municipio,33450,28537,52,11686,113867,154
San Pedro Garza García,"52,065",San Pedro Garza García,Total del Municipio,9726,2170,11,4117,36210,21
Gral. Bravo,"3,505",,,,,,,,
Gral. Escobedo,"134,588",,,,,,,,
Gral. Terán,"8,637",,,,,,,,
Gral. Treviño,"1,093",,,,,,,,
Gral. Zaragoza,"1,733",,,,,,,,
Gral. Zuazua,"27,646",,,,,,,,
Guadalupe,"207,696",Guadalupe,Total del Municipio,69221,7051,13,29618,181378,128
Los Herreras,"1,435",Los Herreras,Total del Municipio,314,3,0,139,725,8
Higueras,671,Higueras,Total del Municipio,192,43,1,89,417,12
Hualahuises,"3,087",Hualahuises,Total del Municipio,975,10,0,381,2147,9
Iturbide,"1,620",Iturbide,Total del Municipio,500,10,0,206,883,27
Juárez,"147,621",Juárez,Total del Municipio,38203,19160,65,13641,133048,133
Lampazos de Naranjo,"3,082",Lampazos de Naranjo,Total del Municipio,487,4,0,232,1658,15
Linares,"30,588",Linares,Total del Municipio,8194,146,1,4156,24035,158
Marín,"2,512",Marín,Total del Municipio,532,366,0,249,1431,0
Melchor Ocampo,890,Melchor Ocampo,Total del Municipio,139,3,0,56,459,2
Mier y Noriega,"2,388",Mier y Noriega,Total del Municipio,989,13,0,472,1830,40
Mina,"2,513",Mina,Total del Municipio,622,39,0,310,1658,22
Montemorelos,"24,636",Montemorelos,Total del Municipio,6416,381,0,2492,20528,97
Monterrey,"378,781",Monterrey,Total del Municipio,114912,20231,53,51002,323338,240
Parás,629,Parás,Total del Municipio,119,5,0,58,330,3
Pesquería,"44,002",Pesquería,Total del Municipio,10976,13511,23,3877,43430,86
Los Ramones,"3,430",Los Ramones,Total del Municipio,844,41,0,437,1834,10
Rayones,"1,313",Rayones,Total del Municipio,274,5,0,189,730,14
Sabinas Hidalgo,"12,409",Sabinas Hidalgo,Total del Municipio,4591,115,0,1710,10719,27
Salinas Victoria,"26,119",Salinas Victoria,Total del Municipio,7719,5769,7,2758,25053,49
San Nicolás de los Garza,"114,252",San Nicolás de los Garza,Total del Municipio,41569,3371,7,17800,121014,44
Hidalgo,"4,177",Hidalgo,Total del Municipio,1486,51,0,744,4554,16
Santa Catarina,"85,018",Santa Catarina,Total del Municipio,31479,8232,17,11374,81352,82
Santiago,"17,990",Santiago,Total del Municipio,4664,1503,4,1766,13990,45
Vallecillo,"1,053",Vallecillo,Total del Municipio,332,25,0,174,560,3
Villaldama,"2,028",Villaldama,Total del Municipio,455,4,0,279,1255,5
Abejones,52,Abejones,Total del Municipio,82,815,49,43,182,4
Acatlán de Pérez Figueroa,"11,000",Acatlán de Pérez Figueroa,Total del Municipio,6700,8548,199,3467,11881,208
Asunción Cacalotepec,191,Asunción Cacalotepec,Total del Municipio,490,2504,497,121,589,30
Asunción Cuyotepeji,275,Asunción Cuyotepeji,Total del Municipio,123,3,0,114,318,4
Asunción Ixtaltepec,"6,819",Asunción Ixtaltepec,Total del Municipio,2430,10406,101,1178,4786,76
Asunción Nochixtlán,"2,760",Asunción Nochixtlán,Total del Municipio,3521,4961,53,1247,4635,195
Asunción Ocotlán,380,Asunción Ocotlán,Total del Municipio,342,2362,265,235,350,18
Asunción Tlacolulita,176,Asunción Tlacolulita,Total del Municipio,187,119,1,87,238,5
Ayotzintepec,280,Ayotzintepec,Total del Municipio,717,5672,218,407,1778,32
El Barrio de la Soledad,"6,029",El Barrio de la Soledad,Total del Municipio,2081,1550,2,872,4256,32
Calihualá,209,Calihualá,Total del Municipio,224,682,65,140,299,6
Candelaria Loxicha,"1,496",Candelaria Loxicha,Total del Municipio,1045,8863,439,628,1831,215
Ciénega de Zimatlán,702,Ciénega de Zimatlán,Total del Municipio,449,59,0,267,796,8
Ciudad Ixtepec,"9,404",Ciudad Ixtepec,Total del Municipio,4838,11435,55,2627,8161,89
Coatecas Altas,249,Coatecas Altas,Total del Municipio,537,3425,162,526,931,20
Coicoyán de las Flores,59,Coicoyán de las Flores,Total del Municipio,357,9544,3262,185,1014,128
La Compañía,481,La Compañía,Total del Municipio,635,57,0,426,884,22
Concepción Buenavista,147,Concepción Buenavista,Total del Municipio,123,30,0,123,220,9
Concepción Pápalo,106,Concepción Pápalo,Total del Municipio,539,1881,13,323,695,4
Constancia del Rosario,796,Constancia del Rosario,Total del Municipio,366,3257,635,332,859,32
Cosolapa,"3,432",Cosolapa,Total del Municipio,1963,1204,13,906,3778,56
Cosoltepec,105,Cosoltepec,Total del Municipio,197,261,0,94,281,8
Cuilápam de Guerrero,"8,682",Cuilápam de Guerrero,Total del Municipio,3085,4922,29,1318,6132,344
Cuyamecalco Villa de Zaragoza,169,Cuyamecalco Villa de Zaragoza,Total del Municipio,656,1505,18,330,908,25
Chahuites,"3,425",Chahuites,Total del Municipio,1747,1284,6,1053,3083,24
Chalcatongo de Hidalgo,"1,166",Chalcatongo de Hidalgo,Total del Municipio,1408,5951,71,676,2116,45
Chiquihuitlán de Benito Juárez,195,Chiquihuitlán de Benito Juárez,Total del Municipio,517,1738,68,213,664,20
Heroica Ciudad de Ejutla de Crespo,"6,887",Heroica Ciudad de Ejutla de Crespo,Total del Municipio,3633,1039,4,1989,4637,103
Eloxochitlán de Flores Magón,304,Eloxochitlán de Flores Magón,Total del Municipio,886,4118,643,351,947,41
El Espinal,"2,926",El Espinal,Total del Municipio,1088,5935,24,424,2512,34
Tamazulápam del Espíritu Santo,400,Tamazulápam del Espíritu Santo,Total del Municipio,1584,6945,1215,597,1644,47
Fresnillo de Trujano,224,Fresnillo de Trujano,Total del Municipio,159,2,0,100,307,4
Guadalupe Etla,"1,372",Guadalupe Etla,Total del Municipio,395,362,2,182,743,7
Guadalupe de Ramírez,355,Guadalupe de Ramírez,Total del Municipio,231,49,0,254,377,1
Guelatao de Juárez,166,Guelatao de Juárez,Total del Municipio,96,210,0,15,160,0
Guevea de Humboldt,914,Guevea de Humboldt,Total del Municipio,836,4127,51,335,1348,41
Mesones Hidalgo,534,Mesones Hidalgo,Total del Municipio,789,2153,84,357,987,49
Villa Hidalgo,327,Villa Hidalgo,Total del Municipio,300,1826,80,112,445,11
Heroica Ciudad de Huajuapan de León,"24,656",Heroica Ciudad de Huajuapan de León,Total del Municipio,10015,10439,114,4581,19163,181
Huautepec,141,Huautepec,Total del Municipio,883,6356,1464,554,1393,96
Huautla de Jiménez,"3,204",Huautla de Jiménez,Total del Municipio,5663,30898,5276,2236,6353,286
Ixtlán de Juárez,"1,034",Ixtlán de Juárez,Total del Municipio,835,5767,121,566,1897,15
Heroica Ciudad de Juchitán de Zaragoza,"35,101",,,,,,,,
Loma Bonita,"5,957",Loma Bonita,Total del Municipio,7618,3201,35,3948,11937,143
Magdalena Apasco,"2,378",Magdalena Apasco,Total del Municipio,812,525,1,334,2116,8
Magdalena Jaltepec,393,Magdalena Jaltepec,Total del Municipio,571,445,1,298,852,14
Santa Magdalena Jicotlán,20,Santa Magdalena Jicotlán,Total del Municipio,30,1,0,6,29,0
Magdalena Mixtepec,62,Magdalena Mixtepec,Total del Municipio,71,187,0,43,180,9
Magdalena Ocotlán,247,Magdalena Ocotlán,Total del Municipio,134,278,2,65,218,4
Magdalena Peñasco,287,Magdalena Peñasco,Total del Municipio,596,3641,358,214,827,27
Magdalena Teitipac,271,Magdalena Teitipac,Total del Municipio,499,4691,183,145,784,9
Magdalena Tequisistlán,"1,520",Magdalena Tequisistlán,Total del Municipio,778,483,3,435,1678,79
Magdalena Tlacotepec,450,Magdalena Tlacotepec,Total del Municipio,194,448,3,88,407,1
Magdalena Zahuatlán,43,Magdalena Zahuatlán,Total del Municipio,79,10,0,65,112,3
Mariscala de Juárez,996,Mariscala de Juárez,Total del Municipio,575,37,0,440,1050,6
Mártires de Tacubaya,459,Mártires de Tacubaya,Total del Municipio,155,78,0,147,366,6
Matías Romero Avendaño,"8,962",Matías Romero Avendaño,Total del Municipio,6557,9545,128,3243,10845,148
Mazatlán Villa de Flores,369,Mazatlán Villa de Flores,Total del Municipio,1857,12402,1030,1152,2121,121
Miahuatlán de Porfirio Díaz,"13,076",Miahuatlán de Porfirio Díaz,Total del Municipio,5773,9594,138,3116,10732,190
Mixistlán de la Reforma,218,Mixistlán de la Reforma,Total del Municipio,331,2487,277,168,511,37
Monjas,661,Monjas,Total del Municipio,281,163,0,276,641,17
Natividad,160,Natividad,Total del Municipio,89,246,0,38,141,1
Nazareno Etla,"1,249",Nazareno Etla,Total del Municipio,509,99,0,307,1102,11
Nejapa de Madero,"2,375",Nejapa de Madero,Total del Municipio,1212,2740,12,559,1998,70
Ixpantepec Nieves,142,Ixpantepec Nieves,Total del Municipio,267,1022,89,156,309,7
Santiago Niltepec,"1,378",Santiago Niltepec,Total del Municipio,851,142,1,508,1662,43
Oaxaca de Juárez,"101,037",Oaxaca de Juárez,Total del Municipio,34664,50012,284,13826,70110,384
Ocotlán de Morelos,"8,928",Ocotlán de Morelos,Total del Municipio,3201,1943,6,1459,4917,68
La Pe,312,La Pe,Total del Municipio,267,29,0,207,649,8
Pinotepa de Don Luis,581,Pinotepa de Don Luis,Total del Municipio,637,6092,732,559,1397,40
Pluma Hidalgo,696,Pluma Hidalgo,Total del Municipio,389,293,2,189,677,48
San José del Progreso,"1,348",San José del Progreso,Total del Municipio,957,1223,5,522,1783,26
Putla Villa de Guerrero,"5,278",Putla Villa de Guerrero,Total del Municipio,5465,13835,952,3022,8008,179
Santa Catarina Quioquitani,10,Santa Catarina Quioquitani,Total del Municipio,126,453,5,24,123,1
Reforma de Pineda,523,Reforma de Pineda,Total del Municipio,576,166,0,311,949,9
La Reforma,854,La Reforma,Total del Municipio,787,103,0,321,768,27
Reyes Etla,"1,847",Reyes Etla,Total del Municipio,777,358,2,213,1005,13
Rojas de Cuauhtémoc,709,Rojas de Cuauhtémoc,Total del Municipio,191,46,0,132,360,2
Salina Cruz,"34,001",Salina Cruz,Total del Municipio,9978,9656,36,4854,24766,220
San Agustín Amatengo,378,San Agustín Amatengo,Total del Municipio,324,27,0,215,422,11
San Agustín Atenango,490,San Agustín Atenango,Total del Municipio,341,1586,40,289,547,17
San Agustín Chayuco,833,San Agustín Chayuco,Total del Municipio,855,2802,185,455,1017,48
San Agustín de las Juntas,"4,540",San Agustín de las Juntas,Total del Municipio,1055,2395,19,393,2680,14
San Agustín Etla,"1,318",San Agustín Etla,Total del Municipio,481,201,1,269,1149,6
San Agustín Loxicha,985,San Agustín Loxicha,Total del Municipio,2072,25566,3328,1110,2661,421
San Agustín Tlacotepec,127,San Agustín Tlacotepec,Total del Municipio,246,858,22,155,278,14
San Agustín Yatareni,896,San Agustín Yatareni,Total del Municipio,633,1502,8,218,1281,5
San Andrés Cabecera Nueva,285,San Andrés Cabecera Nueva,Total del Municipio,409,197,0,357,689,40
San Andrés Dinicuiti,273,San Andrés Dinicuiti,Total del Municipio,157,90,0,245,589,2
San Andrés Huaxpaltepec,"1,137",San Andrés Huaxpaltepec,Total del Municipio,840,3030,78,479,1581,39
San Andrés Huayápam,"2,178",San Andrés Huayápam,Total del Municipio,722,1265,5,263,1732,5
San Andrés Ixtlahuaca,658,San Andrés Ixtlahuaca,Total del Municipio,272,524,12,154,446,13
San Andrés Lagunas,61,San Andrés Lagunas,Total del Municipio,78,5,0,62,168,3
San Andrés Nuxiño,66,San Andrés Nuxiño,Total del Municipio,365,932,3,235,553,11
San Andrés Paxtlán,235,San Andrés Paxtlán,Total del Municipio,317,4063,19,149,725,24
San Andrés Sinaxtla,192,San Andrés Sinaxtla,Total del Municipio,148,54,0,65,210,2
San Andrés Solaga,279,San Andrés Solaga,Total del Municipio,218,1708,87,61,393,3
San Andrés Teotilálpam,363,San Andrés Teotilálpam,Total del Municipio,840,3172,57,613,940,43
San Andrés Tepetlapa,12,San Andrés Tepetlapa,Total del Municipio,48,1,0,67,98,0
San Andrés Yaá,51,San Andrés Yaá,Total del Municipio,122,393,83,22,125,3
San Andrés Zabache,101,San Andrés Zabache,Total del Municipio,112,246,2,95,145,4
San Andrés Zautla,"1,964",San Andrés Zautla,Total del Municipio,995,776,6,377,1283,46
San Antonino Castillo Velasco,"1,580",San Antonino Castillo Velasco,Total del Municipio,721,1918,3,386,1139,3
San Antonino el Alto,231,San Antonino el Alto,Total del Municipio,365,1832,5,160,567,26
San Antonino Monte Verde,441,San Antonino Monte Verde,Total del Municipio,856,7588,496,417,1679,25
San Antonio Acutla,61,San Antonio Acutla,Total del Municipio,73,32,1,18,81,0
San Antonio de la Cal,"7,946",San Antonio de la Cal,Total del Municipio,2934,5508,26,1028,5617,25
San Antonio Huitepec,214,San Antonio Huitepec,Total del Municipio,556,1897,46,295,652,32
San Antonio Nanahuatípam,381,San Antonio Nanahuatípam,Total del Municipio,257,205,0,91,305,10
San Antonio Sinicahua,61,San Antonio Sinicahua,Total del Municipio,345,1606,199,186,353,23
San Antonio Tepetlapa,276,San Antonio Tepetlapa,Total del Municipio,339,4519,366,276,900,30
San Baltazar Chichicápam,205,San Baltazar Chichicápam,Total del Municipio,332,2538,199,236,764,16
San Baltazar Loxicha,398,San Baltazar Loxicha,Total del Municipio,354,1111,7,249,764,9
San Baltazar Yatzachi el Bajo,110,San Baltazar Yatzachi el Bajo,Total del Municipio,155,656,28,63,214,1
San Bartolo Coyotepec,"3,696",San Bartolo Coyotepec,Total del Municipio,1310,965,4,502,2651,26
San Bartolomé Ayautla,108,San Bartolomé Ayautla,Total del Municipio,785,4102,704,346,915,29
San Bartolomé Loxicha,327,San Bartolomé Loxicha,Total del Municipio,379,1986,130,81,557,42
San Bartolomé Quialana,515,San Bartolomé Quialana,Total del Municipio,348,2356,166,202,566,12
San Bartolomé Yucuañe,72,San Bartolomé Yucuañe,Total del Municipio,188,696,25,95,162,3
San Bartolomé Zoogocho,44,San Bartolomé Zoogocho,Total del Municipio,72,288,6,15,96,1
San Bartolo Soyaltepec,203,San Bartolo Soyaltepec,Total del Municipio,134,318,0,82,195,4
San Bartolo Yautepec,59,San Bartolo Yautepec,Total del Municipio,128,310,0,55,148,3
San Bernardo Mixtepec,459,San Bernardo Mixtepec,Total del Municipio,368,199,1,314,651,17
San Blas Atempa,"4,519",San Blas Atempa,Total del Municipio,1681,19252,1348,890,2996,202
San Carlos Yautepec,783,San Carlos Yautepec,Total del Municipio,1539,7260,139,734,2135,202
San Cristóbal Amatlán,328,San Cristóbal Amatlán,Total del Municipio,602,5037,616,302,1026,49
San Cristóbal Amoltepec,52,San Cristóbal Amoltepec,Total del Municipio,278,1176,36,77,310,34
San Cristóbal Lachirioag,316,San Cristóbal Lachirioag,Total del Municipio,167,1259,73,93,451,1
San Cristóbal Suchixtlahuaca,82,San Cristóbal Suchixtlahuaca,Total del Municipio,79,25,0,20,110,0
San Dionisio del Mar,812,San Dionisio del Mar,Total del Municipio,666,3745,8,447,1482,79
San Dionisio Ocotepec,624,San Dionisio Ocotepec,Total del Municipio,1288,11263,758,782,2086,76
San Dionisio Ocotlán,375,San Dionisio Ocotlán,Total del Municipio,151,139,0,120,336,8
San Esteban Atatlahuca,192,San Esteban Atatlahuca,Total del Municipio,576,3795,61,239,843,103
San Felipe Jalapa de Díaz,788,San Felipe Jalapa de Díaz,Total del Municipio,2667,27820,3112,1818,5503,105
San Felipe Tejalápam,"1,609",San Felipe Tejalápam,Total del Municipio,1249,361,0,541,1768,23
San Felipe Usila,"1,223",San Felipe Usila,Total del Municipio,1988,11976,1559,970,2410,48
San Francisco Cahuacuá,180,San Francisco Cahuacuá,Total del Municipio,464,92,0,232,664,67
San Francisco Cajonos,72,San Francisco Cajonos,Total del Municipio,81,426,20,33,145,0
San Francisco Chapulapa,57,San Francisco Chapulapa,Total del Municipio,304,418,1,157,470,13
San Francisco Chindúa,101,San Francisco Chindúa,Total del Municipio,123,9,0,70,205,2
San Francisco del Mar,"2,276",San Francisco del Mar,Total del Municipio,1367,2544,6,657,2230,305
